name,author,number,mark,publish_time,extract
明朝那些事儿·全集（2021年 增补版）,当年明月,1360人点评,94.40%,2017年5月,本书主要讲述的是从1344年到1644年这三百年间关于明朝的历史，参考《明实录》《明通鉴》《明史》《明史纪事本末》等二十余种明代史料和笔记杂谈，经明史专家毛佩琦审订推荐，俯瞰三百年明史，看到不一样的大明王朝：大明国祚276年，历经16帝，没有一个皇帝是相似的套路；跟着朱元璋学创业、建文帝的失败启示录、嘉靖帝的权力纵横术、文艺青年明武宗、坚持一夫一妻的明孝宗、木工皇帝明熹宗；忠良义士之多，令人扼腕叹息。冷眼向敌寇，洒泪为英豪。徐达、常遇春、蓝玉，开国战神谱该怎么排，书生于谦打赢了北京保卫战、为什么王阳明会被日本人崇拜、阵法狂魔戚继光、袁崇焕是功臣还是罪人；演绎官场政治、帝王权谋。纵论江山、权术、世道、人心，朱棣背后的男人姚广孝/一代清官海瑞的多面人生/明朝头号政治家徐阶/张居正的改革触动了谁。东林党是怎样一种组织；翰墨春秋、诗画江湖、小说传奇，一个文化、经济、艺术全盛的朝代 ，《永乐大典》是如何编成的、浪荡才子唐伯虎、横空出世的明代四大奇书（《三国志通俗演义》、《水浒传》、《西游记》和《金瓶梅》）、 狂人李贽。明朝，一个让人血性喷薄的朝代，一个光怪陆离的朝代、 一个强悍而温情的朝代，一个历经劫难又恢宏大气的朝代。明朝就像中国历史的褶皱，每翻开一篇都有精彩无比的故事蕴含着属于中国人的文化密码、政治逻辑、人性经验。
明亡清兴六十年,阎崇年,185人点评,71.00%,2022年11月,本书讲述了明亡清兴六十年的历史。时间跨度从明万历十一年(1583年)努尔哈赤起兵，到清顺治元年(1644年)福临定都北京，其间整整六十年。
拿破仑大帝（全2册）,安德鲁·罗伯茨,229人点评,93.40%,2016年4月,《拿破仑大帝》是一部关于拿破仑的最新叙述体传记，安德鲁?罗伯茨基于拿破仑基金会新近编辑出版的33000封拿破仑信件等诸多材料，以拿破仑一生参与的60场战役为主线，围绕“拿破仑是摧毁者还是建设者？是解放者还是专制者？是政治家还是冒险家？”展开论述，其间驳斥了许多围绕在拿破仑身边的“黑色传奇”，认为他称得上最后的也是最伟大的开明独裁者和马背上的启蒙者，也确实当担得起“大帝”的名号。
南北战争三百年：中国4—6世纪的军事与政权,李硕,450人点评,78.00%,2018年1月,我们通常对古代战争的想象都源自演义、小说等文学作品，但这些作品中的战争场面都不过是小说家的幻想与虚构而已，并不是真实状况。《南北战争三百年》对各种史料进行分析与整理，从散落史书各处的战争叙述中寻找线索，借助全新的史学研究成果，为我们描绘出了魏晋南北朝各场重大战役细节，展现出丰富、生动的历史原貌。同时，本书对骑兵和步兵的作战模式和战术演变做了详细的论述，对战争中如地理、季节、财政等因素对战事所产生的影响进行了具体的讨论。由此，本书也补充了正史、古籍所未详述之处，通过一部军事史的写作，对魏晋南北朝历史进程做出了新的诠释。
南渡北归（经典全三册礼盒装）,岳南,7378人点评,85.20%,2015年9月,南渡北归与时下战局 【纪念西南联大成立八十周年！】莫言、杨振宁、柳传志、俞敏洪、茅于轼、张鸣、张颐武、何亮亮等人力荐！荣获《亚洲周刊》2011年度华文十大好书之冠，以及诸多大奖，好评如潮。 这是一部全景展现20世纪中国学术大师命运变迁的史诗巨著，记叙抗战年代学人的艰苦卓绝，再现国难当头大师的风骨典范。 所谓“南渡北归”，即上个世纪大批知识分子冒着抗战的炮火由中原迁往西南之地，而后再回归中原的故事。整部作品的时间跨度近一个世纪，所涉人物囊括了二十世纪人文科学领域的大部分大师级人物，如蔡元培、王国维、梁启超、梅贻琦、陈寅恪、钱锺书等。作品对这些知识分子群体命运作了细致的探查与披露，对各种因缘际会和埋藏于历史深处的人事纠葛、爱恨情仇进行了有理有据的释解，读来令人心胸豁然开朗的同时，又不胜唏嘘，扼腕浩叹。书中引用了台湾中研院大量珍贵史料、照片，以及大量亲历者采访资料，如曾氏家族后人、刘文典等大师后人亲述。
南京大屠杀,张纯如,3.6万人点评,97.40%,2013年1月,一部令国人流泪的书 1937年12月，日军攻入中国古都南京。几周之内，30多万中国平民和士兵遭到有计划地强暴、折磨和屠杀——死亡人数超过广岛和长崎原子弹爆炸遇难人数的总和。 张纯如不仅在书中详述了日军疯狂暴行的细节，而且分析了在军国主义文化背景下成长起来的日本士兵对人类生命的漠视。张纯如对南京大屠杀的幸存者进行了大量采访，并首次发掘了许多重要文献。全书先是从日本士兵、军官为什么完全脱离了人类基本的行为规范，日本学校和教科书从心理层面向学生灌输对中国人民的仇恨和蔑视，以及高度军事化的教育体制等多个方面阐述了南京大屠杀发生的根源性原因。
炮楼里的女人：山西日军性奴隶调查实录,张双兵,256人点评,75.60%,2011年5月,张双兵，1953年生于山西省盂县。1971年参加工作。1982年任乌河文学社社长，并开始调查日军侵华战争期间在山西烧杀抢掠的罪行，以及战争受害者在战前、战后的生存情况。1992年7月，组织7位受害者向日本政府提出每人10万美元的受害赔偿要求。1995年，组织5位受害者将日本政府推上了被告席。1996年7月，第一次与2位受害者走上日本法庭，控诉日本军国主义的罪行，并取得了一定进展。目前仍坚持走在为战争受害者争取日本政府赔偿的正义之路上。
品三国,易中天,5183人点评,84.90%,2018年1月,《品三国》是易中天对三国风云变幻的局势和英雄人物的分析。以故事说人物，以人物说历史，以历史说文化，以文化说人性。易中天先生纵论三国天下大事，细品英雄是非功过，总结成败得失。
启功口述历史,启功口述,92人点评,96.40%,2022年9月,本书是启功九十岁以后的口述，经启功的弟子、北京师范大学教授赵仁珪整理而成。在本书中，启功回顾了自己一生的经历，主要内容有启功的家族、启功的童年和求学之路、启功与辅仁大学、启功与师大和启功的学艺回顾。他的一生并没有投入到惊天动地的政治斗争的最前沿和时代旋涡的最中心，过的基本是书斋的生活。但他特殊的家庭背景、他特殊的生活经历、他在20世纪中国文化史中的特殊才能和地位，使他的书斋生活更为独特、精彩。从这里我们可以瞥见现当代很多历史的痕迹，也可以窥见当时著名文艺沙龙和著名文人的活动踪影。这些是其他人很难提供的珍贵资料。
弃长安,张明扬,3972人点评,92.90%,2022年1月,本书是一部讲述唐朝安史之乱时期历史过程与人物命运的通俗作品，以安史之乱中多位关键历史人物，即李林甫、杨国忠、安禄山、颜杲卿、哥舒翰、杨玉环、李亨、张巡等人的“弃长安”经历为线索，聚焦唐朝由盛转衰过程中的重要议题，以乱离亲历之人的经历解释“变乱何以爆发”与“盛世何以崩陷”，以此重新刻画安史之乱时期的完整历史图景。
乾隆皇帝（全集）,二月河,5980人点评,82.50%,2009年9月,清帝小说鼻祖”二月河重磅力作。时年二十五岁的乾隆继位。他胸怀大志，一心开创大清盛世。他坚持推行“以宽为政”的施政方略，革除前朝苛政。重视直臣能吏，简拔新秀，整顿吏治，对贪官污吏严加惩处。他励精图治，蠲免赋税，使民休养生息，并不断微服私访，体察民情，派能吏赈灾济民，杜塞乱源。先后进军大小金川、西域和台湾，平息叛乱。让纪昀主修《四库全书》，以收束笼络天下士子之心。乾隆朝逐步走向生业滋繁的隆盛之世。但与此同时，土地兼并矛盾愈演愈烈，官场贪贿荒淫糜烂不堪，且边患不已，危机四伏，树大中空，加上晚年乾隆好大喜功，多有失政，又任用和珅等佞臣，黜退贤良，国势逐渐江河日下。
趣说汉朝407年（一）（微信读书出品）,杨阳洋,373人点评,84.60%,"197,519",407年大汉王朝，是中国古代历史上最辉煌的篇章之一。 而这一切的开创者，是一群草根：48岁的基层小吏刘邦，49（约）岁的县人事主管萧何，30岁左右的通缉犯张良，20岁出头的无业游民韩信，30多岁的狱卒曹参，30多岁的杀狗的樊哙，30多岁的卖竹筐的周勃，40多岁的马车司机夏侯婴，30多岁的赘婿陈平……他们是一群不折不扣的社会底层人士、普通中年失意男，却开创了中国历史上的伟大王朝。这个奇迹为何会发生？为何会延续？ 在四个多世纪的时间里，它奠基了中国疆域的基础，确立了汉文化的主流思想，更奠定了汉民族的根基，它让“汉”这个字，从东方走向世界，成为一个民族、一种文化、一种文字，乃至一种生活方式的共有名称。
趣说明朝276年（微信读书出品）,关丁,1871人点评,85.50%,"267,068",最火辣的王朝，最凶残的宫斗！ 最个性化的皇帝，尽在大明王朝！ 最逗趣的讲述，最生动的演绎。 嬉笑怒骂卖萌耍宝，带你梦回明朝！ 跟着朱元璋学创业：14世纪穷小子朱重八从一无所有到坐拥天下； 建文帝的失败启示录：替娃攒家产易，教娃守家产难； 嘉靖帝的权力纵横术：看空降领导收拾前任旧势力； 文艺青年明武宗：一生放荡不羁爱自由； 当领导也是一项憋屈活：明朝皇帝不是被文人气，就是被太监欺 …… 复旦大学历史系博士、哈佛大学访问学者关丁，生动讲述明朝历代帝王将相、名流权贵的百样人生故事，再现明代官场政治、军事战争和帝王心术，破解中国人的文化密码、政治逻辑和人性幽微。
权鉴,吕叔春 苟君厉,85人点评,73.80%,2006年1月,权鉴，鉴前世之兴衰，考权谋之得失，撂放枕边，可以参悟歧途迷津，提首案头，可以明理进退规则。本书搜集了大量的史料，并旁征博引，总结出历史人物求权的几大途征，既揭示出奸臣贼子的丑陋嘴脸，也展现出忠臣义士的良苦用心。
全球通史,乔治·威尔斯 卡尔顿·海斯,1015人点评,70.50%,2017年10月,由英国历史学家乔治·威尔斯和美国历史学家卡尔顿·海斯联合撰写的《全球通史》是享誉全球的经典之作，被称为世界通史领域的开山大作。自出版以来，在多个国家被翻译成十几种文字，受到世界各国读者的一致赞誉。此书中文版由知名翻译家李云哲参考多种资料，历时五年，逐字逐句，精益求精，翻译而成，文字清新隽永，有趣深刻，结构宏大，原汁原味地展现《全球通史》的本来风貌，堪称译著的经典范本。全书从人类的起源和史前文明——旧石器时代的诞生着笔，纵贯数千年，剖析五大洲，一直写到第二次世界大战的结束和冷战的开启。全书分为二十个章节，以人类的文明尤其是四大文明的演变发展为经线，以世界区域的繁荣、衰落、流变为纬线，纵横捭阖，洋洋洒洒五十万余字，透视全球的文明兴衰和历史进程。读完这本书，你将不仅对世界自古至今的演绎图景了然于胸，也对全球的趋势与未来有着深邃乃至哲学高度的认识和理解。乔治·威尔斯和卡尔顿·海斯都是世界史学界的巨擘，他们所著的《全球通史》有别于其他作者的通史版本，不仅内容更为翔实丰富、涉猎更为深广，文字也更简明通俗，适合各个年龄段和学识水平的读者，是了解全球历史不可不读之作。
人类简史：从动物到上帝,尤瓦尔·赫拉利,6.9万人点评,87.90%,2017年2月,十万年前至少有六种人，为什么只剩我们 10万年前，地球上至少有6个不同的人类物种，但今天只剩下1个，就是我们智人。究竟发生了什么，让其他人类物种都消失了？我们智人又将会怎样？ 以色列著名历史学家尤瓦尔·赫拉利开创性地将历史和科学结合起来，讲述了从宇宙大爆炸至今智人历史的完整故事。尤瓦尔·赫拉利教授认为，在智人从一种不起眼的动物到地球主宰者的漫长演化史上，发生了三次关键性的革命：认知革命、农业革命和科学革命。认知革命让智人拥有了创造想象秩序和虚构故事的能力，彻底超越了其他物种；农业革命让智人从狩猎-采集生活走向定居生活，生活方式和社会组织发生了革命性的转变；科学革命让智人成为神一样的“造物主”，获得整个地球的统治地位。 尤瓦尔·赫拉利教授还提示我们向前看，因为在过去的几十年里，我们已经开始违背自然选择的法则，而自然选择的法则在过去的40亿年里都一直是生命遵循的法则，今天的我们不仅获得了设计周围世界的能力，也获得了设计我们自己的能力，这将引领我们走向何方，我们想成为什么样的人类？是时候重新定义“人类”了。 《人类简史》是一部全球畅销书，摒弃了旧的解释框架，提出了颠覆性的创见，让我们对自身的存在有了全新的认知。
人类简史：从动物到上帝,尤瓦尔·赫拉利,2.6万人点评,89.10%,2014年11月,引发23个国家版权大战，一部轰动全球的著作！奥巴马、比尔盖茨、扎克伯格等人力荐！由本书改编成的人类简史课程，成为全球诸多知名大学最受欢迎的课程！十万年前，地球上至少有六种不同的人但今日，世界舞台为什么只剩下了我们自己？从只能啃食虎狼吃剩的残骨的猿人，到跃居食物链顶端的智人，从雪维洞穴壁上的原始人手印，到阿姆斯壮踩上月球的脚印，从认知革命、农业革命，到科学革命、生物科技革命，我们如何登上世界舞台成为万物之灵的？从公元前1776年的《汉摩拉比法典》，到1776年的美国独立宣言，从帝国主义、资本主义，到自由主义、消费主义，从兽欲，到物欲，从兽性、人性，到神性，我们了解自己吗？我们过得更快乐吗？我们究竟希望自己得到什么、变成什么？希伯来大学历史系教授，青年怪才尤瓦尔赫拉利，从十万年前有生命迹象，写到21世纪资本、科技交织的人类发展史。不到五百页，就能让你厘清人类历史重大脉络，这是仅有的一部！
日本人口述“二战”史,田谷治子 西奥多·F.库克,112人点评,86.50%,2018年1月,直面黑暗，为真实的历史发声，数百位日本战争亲历者首次袒露心扉，公开血腥残酷的战时经历。在“二战”中，日本对亚太地区造成了深重的灾难，创伤延续至今，然而日本官方从未对战争进行过彻底反思。而与之相反，被拖入战争深渊的日本平民，在数十年后回顾那场战争时，用得更多的词是“难以启齿”“不堪直面”……本书堪称一部开创性的口述史，西方著名历史学家西奥多·库克夫妇通过实地走访数百位日本的战争亲历者，参考众多未曾公开的信件、遗嘱、日记、军用笔记、政府档案等，力图重现战争全貌。本书的受访者众多，从外交官到神风特攻队队员、731部队军医、战俘监管员、战犯、侵华士兵，从核弹受害者到记者、学生、“慰安妇”、在华商贩、画家等，他们都从自己的视角讲述了那场隐秘而绝望的梦魇：731部队在华进行活体实验的真相；在中国进行毒气战的具体细节；南京大屠杀屠城惨剧详情；日韩“慰安妇”所受过的屈辱；神风特攻队队员自杀攻击心路；盟军逼近，当局蛊惑百姓互相残杀的细节。这些活生生的个体经历，直观地展现了以侵华战争为开端的战争冲突，是如何给包括日本平民在内的世界百姓带来深重灾难。这部口述历史也反映出日本官方观点与民间记忆的巨大差异。
日本史·1600-2000：从德川幕府到平成时代,詹姆斯·L.麦克莱恩,139人点评,89.70%,2014年7月,本书内容从德川幕府在伏见城受天皇委任统治到2000年日本的新年庆典，横跨四百年的历史。分为“传统时代的日本”“革命年代的日本”“新世纪的日本”“战争中的日本”“当代日本”五个部分。从政治局势的变革到商人阶层的崛起、从无产阶级的工人运动到性别观念和家庭婚姻习俗的转变、从殖民与战争到被占领和民主化……全书以“大事件”与“小故事”相结合的叙事，以翔实的史料、数据和图表为基础，用客观中立的治史态度，全景式白描的写作手法，为我们描绘出一幅以多维度、群像式的历史叙述，展现了日本社会现代化转型期的挫折与奋进、失败与崛起。
三国争霸（全三册）,渤海小吏,2929人点评,89.10%,2022年11月,本书采用破案式写法寻找历史的真相，时而悬念迭起，时而拨云见日；通过描写14场战争和阴谋类政变，深度剖析了历史关键人物做决策时所依据的底层逻辑、人情世故和政治生态，让我们在读懂历史的同时，也看懂了人性；用376个问题串联起东汉末年与三国的历史，比如：为什么说曹操的人生是无法复制的？古代弓兵箭阵为什么要“左射右，右射左”？为什么“子午谷之谋”注定不会成功？既有知识性，又具有故事性；精心绘制的130多幅地图，帮助我们从地理的角度搞清楚历史的真相。跟着渤海小吏，读一部不一样的三国史！
三命通会,万民英,287人点评,82.40%,2015年9月,本书为公版书，为不受著作权法限制的作家、艺术家及其它人士发布的作品，供广大读者阅读交流。汇聚授权电子版权。
三十六计,佚名著 赵中媛译注,1610人点评,76.90%,2016年11月,一部兵法奇书，与《孙子兵法》合称我国古代兵法谋略学的双璧，被古今中外许多军事家广泛研习、应用。三十六计共分胜战计、敌战计、攻战计、混战计、并战计、败战计六套，合三十六个计策。很多军事家利用《三十六计》中的谋略，取得了辉煌的胜利，为世人留下了一个个精彩绝伦的战例。
商君书（中华国学经典精粹）,商鞅著 张洁评译,483人点评,82.20%,2016年9月,《商君书》也称《商子》，现存26篇，为先秦法家学派的代表作之一，是商鞅及其后学的著作汇编，重论述商鞅一派在当时秦国施行的变法理论和具体措施。全书内容涉及政治、经济、军事、法治等诸多方面，所保存的思想内容，有着重要的历史和思想价值。
沈从文讲文物,沈从文,265人点评,92.40%,2022年11月,沈从文是国内文物研究的先驱，在文物研究的多个领域都有开创性的成果，凝结了沈从文整个后半生的心血。《沈从文讲文物》精选沈从文文物研究文章30篇，分门别类地介绍了玉器、陶瓷、漆器、琉璃等文物的鉴赏知识、加工工艺、历史典故、研究方法，把6000年文物分门别类地看个遍，从此掌握看文物的门道！  《沈从文讲文物》收录近200张全彩文物图片。不仅收录了沈从文的演讲《我是一个很迷信文物的人》，听沈先生讲述自己是如何研究文物的；同时还特别收录了《沈从文的后半生》作者张新颖教授的导读，帮助读者更好地掌握文物背后的门道。翻开本书，看懂玉器、陶瓷、漆器、琉璃等文物背后的门道！
十件文物里的中国故事,中国历史研究院,44人点评,75.90%,2022年10月,本书是一部由中国考古学家、历史学家通过国宝级文物讲述中国历史故事的大众读物。中国文物众多，类型丰富，它们凝结着中国历史的智慧，反映着中国历史的厚度，展现着源远流长、博大精深的中华文明。透过文物能够认识历史中国，能够感悟文明中国，同时也能够体会中国考古走过的峥嵘岁月。我们遴选了十件代表性文物，通过专家学者们娓娓道来的叙述，以通俗易懂的语言，逐一呈现文物的发现、文物的内涵，以及文物所蕴含的中国理念、中国精神、中国价值。我们力求使文物活起来，使中华文明更加立体地加以展示。本书图文并茂，装帧精良，语言朴实，集专业性和普及性为一体，是广大读者走近文物，打开认识中国历史的一扇窗口。
史记（公版）,司马迁,995人点评,91.50%,2018年4月,《史记》是西汉史学家司马迁撰写的纪传体史书，是中国历史上第一部纪传体通史，记载了上至上古传说中的黄帝时代，下至汉武帝太初四年间共3000多年的历史。
史记（全十二册）,司马迁,562人点评,86.40%,2021年5月,全本全译，文白对照，阅读无障碍！全书采用原文、白话注释的结构体系，注释生动准确，原味细腻，为读者扫清阅读障碍。白话译文忠实原意，通俗流利；生僻字、疑难字加注音、释义，有很高的阅读价值！全本共十二册，汇集知名专家学者，全新编排分段，最大限度的呈现全本面貌，偏偏精华；本纪、十表、八书、世家、列传，原著原版，完整无删减！原文参考多种通行的《史记》版本与校勘著作！新增《报任安书》，比以往版本史记更全面，便于读者更全面、更精准地理解司马迁的理念与思路！《史记》，二十四史之一，最初称为《太史公书》或《太史公记》、《太史记》，是西汉史学家司马迁撰写的纪传体史书，是中国历史上第一部纪传体通史，记载了上至上古传说中的黄帝时代，下至汉武帝太初四年间共3000多年的历史。太初元年（前104年），司马迁开始了《太史公书》即后来被称为《史记》的史书创作。该著作前后经历了14年，才得以完成。《史记》全书共一百三十篇，包括十二本纪（记历代帝王政绩）、三十世家（记诸侯国和汉代诸侯、勋贵兴亡）、七十列传（记重要人物的言行事迹，主要叙人臣，其中最后一篇为自序）、十表（大事年表）、八书（记各种典章制度记礼、乐、音律、历法、天文、封禅、水利、财用）。它包罗万象，而又融会贯通，脉络清晰，翔实地记录了上古时期的政治、经济、军事、文化等各个方面的发展状况。《史记》是一部优秀的文学著作，在中国文学史上有重要地位。从史学价值看，它保留了几千年的史料，具有非凡的史学价值，被列为“二十四史之首”。它开创了纪传体记事法，受历代史官、学者推崇。从文学价值看，它的描写语言生动，形象鲜明，叙理透彻，记事灵活。刘向等人认为此书“善序事理，辩而不华，质而不俚”。本版本为一百三十一篇，除原有的一百三十篇外，还将司马迁的《报任安书》也收录在内，便于读者更全面、更精准地理解司马迁的理念与思路。
世界地理全知道,任啸科主编,87人点评,77.80%,2016年4月,本书具备体例简明、信息丰富、轻松阅读、手头推荐的鲜明特点，真正做到了一册在手，世界地理知识全知道。本书由近30位长期从事区域自然地理和人文地理的专家、学者联合精心编撰，他们以其渊博的学识及不懈的探索，科学、严谨而又生动地为我们讲述丰富多彩的世界地理知识。全书共分6个部分，第一部分介绍了宇宙的组成、地球的结构及四大洋的基本概况，后五部分则分别对非洲、亚洲、大洋洲、美洲（北美洲和南美洲）和欧洲予以简述，然后以国家为单元，以生动流畅的语言、科学翔实的数据，辅以“国家概况”、“历史年表”等相关列表，详细介绍了世界上200多个国家和属地的地理特征、自然资源、经济、习俗、交通、旅游等方面的知识，多角度解读世界自然和人文地理，系统、全面地展示了世界各国的地域风情和人文特色。可以说，这是一部便捷实用的世界地理百科全书。
丝绸之路：一部全新的世界史,彼得·弗兰科潘,4014人点评,83.60%,2016年9月,轰动世界的现象级畅销书，牛津大学资深历史学家从世界史视角，理清“一带一路”的前世今生！荣登英、美、德、土耳其、印度等20多个国家的非虚构类畅销榜首，获中外学界、政界、商界名人一致好评，《人民日报》破天荒两度推荐。从建立伊始，丝绸之路就始终主宰着人类文明的进程。丝绸之路让中国的丝绸和文明风靡全球；罗马和波斯在路边缔造了各自的帝国；佛教、基督教和伊斯兰教沿着丝绸之路迅速崛起并传遍世界，融汇出耶路撒冷三千年的历史；成吉思汗的蒙古铁蹄一路向西，在带来杀戮的同时促进了东西方文明的交融；大英帝国通过搜刮丝绸之路上的财富，铸就了日不落的辉煌；希特勒为了丝绸之路上的资源，将世界推入了战争和屠杀的深渊。时至今日，丝绸之路上的难民与恐怖主义ISIS，依然是欧洲与美国挥之不去的梦魇。从张蹇通西域到“一带一路”，翻开这部包罗万象的史诗巨著，您将发现，丝绸之路不仅塑造了人类的过去，更将主宰世界的未来。
宋美龄自述,宋美龄 智诚 毕强 肖木,2003人点评,64.20%,2018年8月,历史上，有这样一个女人。她是一朵钢铁塑成的花，横跨三个世纪，盛放于时代之中。她是丈夫心中抵得上二十个陆军师的女人，她是朋友口中绝顶聪明、有文化教养，如公主一般的女人，她是大众媒体眼中有宝石般的话语和珍珠般的美丽的女人。 这本书围绕着三个问题，由宋美龄本人亲自为我们讲述：她是谁？她是一个什么的人？是什么造就了这样一个具有传奇色彩的女人？ 翻开这本书，如同在时代的海洋中，从这个充满神秘色彩和争议的女性身上学习她的优点，细节里看岁月中沉淀的美人如何对待生活。这既是一部传奇女性的一生，又是一部民国相片集。
苏东坡新传,李一冰,3582人点评,93.50%,2020年5月,余秋雨高度评价的传记经典，豆瓣评分9.7 苏东坡，天赋异禀的大文豪，无可救药的乐天派……他的标签很多，却难以被标签定义。居高处为翰林学士，落低谷为狱中囚犯，一生波澜曲折都在诗里见。本书即以东坡诗词为主线，兼及东坡文集、后人笔记等百余种资料，以坚实的考订和热情的笔触，呈现出一个立体的东坡形象。全新增订版特别收录《寻找李一冰》和《缥缈孤鸿影──父亲与〈苏东坡新传〉》，追寻谜样作者和出版缘由，附录《苏轼及宋朝大事年表》。
苏轼全传（微信读书出品）,洪亮,218人点评,75.90%,"339,733",详叙苏东坡一生的匠心之作，用东坡的智慧治愈你的焦虑和内耗。 苏轼一生三起三落，却集儒、释、道于一身，成了天文、地理、医学、饮食皆通，诗、词、文、书、画全能的冠军式人物。 作者洪亮将苏轼放到了整个宋朝历史乃至中国文化史的背景下，既点明了苏轼与屈原、陶潜、李白、杜甫等先贤一脉相承的精神内核，又描绘了其与同时代的范仲淹、欧阳修、梅尧臣、曾巩、王安石等人相互唱和的历史画面，进而指出苏轼超脱于人生，却不脱离人间的独特魅力：他朋友很多，爱好很多，在遭逢灾变困厄之时，也从未放弃对生活的兴趣，更从未改变“眼前见天下无一个不好人”的做人原则。 在乱云一般的世事中，他没有被环境所吞噬，而是以内心的光照亮了人生，成就了一种可爱又坚韧的人格，创造了一种深情又潇洒的活法，激励着千千万万的后来者找到自己与世界相处的良好方式。
素书,黄石公,5552人点评,84.30%,2015年8月,《素书》在中国古代修身治国、处世智谋、人生韬略著作中占有极其重要的地位。这本原文只有六章、一百三十二句、一千三百六十字的类似“语录体”的书，被历代隐士高人、谋臣策士奉为千古不传的谋略秘籍和成就大事业的不二指南，流传甚广，影响极大。该书作者相传为秦朝末年著名的隐士黄石公，经过多次考验张良，最终将这本书传给张良。张良凭借这本书中的韬略原则辅助刘邦成就霸业。该书采取经文写法，语言高度精练，内涵极其丰富，对人事变化和事物发展的趋势观察细微，体会深刻，对如何提高自身的修养、为人处世、理家治国、趋吉避凶、成就大业，总结出一整套法则和经验。
太白金星有点烦,马伯庸,2.4万人点评,93.60%,2023年6月,天庭神仙皆社畜，西游路上打工人。 太白金星李长庚近有点烦。天庭和西天联合推出了“西天取经”的重大项目，他受命策划九九八十一难，确保唐僧能安全走完流程，平稳取经成佛。老神仙本以为一切尽在掌控中，谁知天大的麻烦才刚刚开始：费用报销、工作汇报、人事安排、各路大仙塞来的条子、各地妖怪暗藏的心思，捋不出的千头万缕，做不完的繁杂琐事……当大闹天宫的真相重新浮出水面，牵扯出无数因果，李长庚发觉自己成就金仙的道路越加渺茫。
透过地理看历史,李不白,1661人点评,88.90%,2020年11月,中国的史书卷帙浩繁，对于历史爱好者而言，要读通几千年的史书，是一项巨大的工程。而本书使我们认识到，不管朝代如何更迭， 风云如何变幻，地理因素的作用始终至关重要。 本书以地理单元为轴心，通过纵向讲史的方式，对各个地理单元的形成及其对历史发展的影响进行了深入浅出的讲解，同时，还穿插了许多历史事件和典故。通读本书，读者可轻松了解中国历史发展的脉络。
透过地理看历史：大航海时代,李不白,1010人点评,89.60%,2022年6月,《透过地理看历史：大航海时代》是一本以地理为视角，以将各大文明联结一体的大航海时代为切入点，解读世界历史的通俗读物。本书以15世纪中后叶至17世纪末欧洲人航海线路的开拓为行文脉络，通过地形图和航海图，对航线经由地区的地理、气候、季风、洋流作了简练介绍，对它们和航线走向及人类历史进程的关系作了得当分析。 本书也梳理了大航海时代的推动者与波及者的文明形态，分析了各个文明的特性及其背后的地理因素，解读了面对外来文明冲击时，各个文明所做的不同选择，以及由此导致的不同命运。颠覆了一些习以为常的社会发展认知，为理解人类历史提供了独特视角。
透过地理看历史：三国篇,李不白,552人点评,84.50%,2020年9月,三国是一个战争频发的年代，各路诸侯在军事谋画、战略布局的时候，无一不会把地理因素考虑进去。本书正是以地理的视角讲述三国的那些人和那些事，通过最直观的地图，结合地理分析，告诉读者这些历史事件和战争到底发生在哪里，为什么偏偏发生在这个地方而不是别的地方，以及这其中的地理因素对中国历史发展的影响。
透过地理看历史系列（全3册）,李不白,717人点评,87.10%,2020年11月,透过地理看历史 系列，以地理视角厘清人类历史的先行之作，310余幅全彩地图，随文编绘三页一图，揭秘人类历史的发展逻辑。《透过地理看历史》九大地理单元为算筹，推演华夏五千年分合逻辑；《透过地理看历史：大航海时代》三位一体主线厘清西方历史脉络；《透过地理看历史：三国篇》考证地名变迁，复绘奇谋战势，以地理逻辑解密三国完整主线。
万历十五年（精装版）,黄仁宇,4.9万人点评,83.20%,2015年8月,析明代之症结 观中国之来路 热播反腐剧《人民的名义》多次提到《万历十五年》，为什么这么多人研究这本书呢？此书是美籍华裔历史学家黄仁宇先生的成名之作，也是他的代表作之一，融会黄先生数十年人生经验与治学体会与一体，首次以“大历史观”分析明代社会之症结，观察现代中国之来路，发人深思。书名虽为万历十五年，然而其内容却俯瞰了整个明朝的兴衰，并且告诉我们与以往历史书中不同的海瑞、张居正……读黄仁宇的书，你会深刻体会“历史给人以智慧”。这是一部打开中国人视野的经典之作，被誉为“像一道匕首，撕开了由意识形态统治历史写作的铁幕”。史景迁、牟复礼、杨联陞、刘志琴、陈学霖、赵世瑜、朱学勤、杨念群、江晓原、萧功秦、商传、樊树志、毛佩琦、厄普代克、王小波、王朔、谢冕、易中天、吴思等国内外众多名家一致推荐！
王阳明（全集）,王程强,4917人点评,86.10%,2016年9月,明代大智者王阳明的一生，是追求人生大智慧的一生，是成功运用人生大智慧的一生，是学做圣贤的一生，是成就圣贤的一生，是立德、立功、立言的一生。长篇历史传记小说《王阳明》全书约108万字，分《学做圣贤》、《龙场悟道》和《我心良知》三部，从王阳明在浙江余姚出生写起，以其五十八岁在江西大余青龙铺逝世为终。全书依据王阳明亲传弟子钱德洪等人编排的王阳明年谱，依照《王阳明全集》所提供的诗赋、奏疏、文章等资料，参照多种史籍以及各种研究资料，结合作者的儒学和佛学修行实践，以求学人生大智慧和运用人生大智慧为核心，力图描述作为思想家、军事家、政治家和诗人的王阳明的一生。
